Date,Close
3/2/2015,5.65
3/3/2015,5.55
3/4/2015,5.61
3/5/2015,5.72
3/6/2015,5.64
3/9/2015,5.65
3/10/2015,5.75
3/11/2015,5.72
3/12/2015,5.67
3/13/2015,5.68
3/16/2015,5.74
3/17/2015,5.81
3/18/2015,5.72
3/19/2015,5.8
3/20/2015,5.87
3/23/2015,5.68
3/24/2015,5.6
3/25/2015,5.26
3/26/2015,5.24
3/27/2015,5.35
3/30/2015,5.37
3/31/2015,5.23
4/1/2015,5.25
4/2/2015,5.27
4/6/2015,5.42
4/7/2015,5.47
4/8/2015,5.51
4/9/2015,5.63
4/10/2015,5.69
4/13/2015,5.64
4/14/2015,5.59
4/15/2015,5.66
4/16/2015,5.62
4/17/2015,5.55
4/20/2015,5.52
4/21/2015,5.51
4/22/2015,5.58
4/23/2015,5.56
4/24/2015,5.51
4/27/2015,5.55
4/28/2015,5.58
4/29/2015,5.54
4/30/2015,5.55
5/1/2015,5.69
5/4/2015,5.65
5/5/2015,5.51
5/6/2015,5.53
5/7/2015,5.62
5/8/2015,5.21
5/11/2015,5.16
5/12/2015,5.21
5/13/2015,5.24
5/14/2015,5.32
5/15/2015,5.33
5/18/2015,5.32
5/19/2015,5.26
5/20/2015,5.26
5/21/2015,5.22
5/22/2015,5.22
5/26/2015,5.18
5/27/2015,5.46
5/28/2015,5.54
5/29/2015,5.53
6/1/2015,5.6
6/2/2015,5.48
6/3/2015,5.43
6/4/2015,5.52
6/5/2015,5.57
6/8/2015,5.44
6/9/2015,5.47
6/10/2015,5.37
6/11/2015,5.43
6/12/2015,5.28
6/15/2015,5.27
6/16/2015,5.33
6/17/2015,5.4
6/18/2015,5.49
6/19/2015,5.47
6/22/2015,5.44
6/23/2015,5.31
6/24/2015,5.25
6/25/2015,5.29
6/26/2015,5.19
6/29/2015,5.03
6/30/2015,5.03
7/1/2015,5.1
7/2/2015,5.11
7/6/2015,5.04
7/7/2015,4.95
7/8/2015,4.91
7/9/2015,4.85
7/10/2015,4.94
7/13/2015,4.97
7/14/2015,4.97
7/15/2015,4.94
7/16/2015,5.05
7/17/2015,5.02
7/20/2015,4.93
7/21/2015,4.95
7/22/2015,4.85
7/23/2015,4.91
7/24/2015,4.86
7/27/2015,4.83
7/28/2015,4.93
7/29/2015,4.99
7/30/2015,5.01
7/31/2015,4.99
8/3/2015,5.07
8/4/2015,5.09
8/5/2015,5.15
8/6/2015,5.11
8/7/2015,5.75
8/10/2015,5.95
8/11/2015,5.92
8/12/2015,5.93
8/13/2015,5.88
8/14/2015,5.89
8/17/2015,5.85
8/18/2015,5.77
8/19/2015,5.75
8/20/2015,5.54
8/21/2015,5.37
8/24/2015,5.18
8/25/2015,5.07
8/26/2015,5.45
8/27/2015,5.66
8/28/2015,5.68
8/31/2015,5.62
9/1/2015,5.39
